generation,team_fitness_aggregated,rover_0_,rover_1_,team_fitness_0,team_0_rover_0,team_0_rover_1,team_fitness_1,team_1_rover_0,team_1_rover_1,team_fitness_2,team_2_rover_0,team_2_rover_1,team_fitness_3,team_3_rover_0,team_3_rover_1,team_fitness_4,team_4_rover_0,team_4_rover_1,team_fitness_5,team_5_rover_0,team_5_rover_1,team_fitness_6,team_6_rover_0,team_6_rover_1,team_fitness_7,team_7_rover_0,team_7_rover_1,team_fitness_8,team_8_rover_0,team_8_rover_1,team_fitness_9,team_9_rover_0,team_9_rover_1
14,0.38142254347134036,0.38142254347134036,0.38142254347134036,0.0,0.0,0.0,0.23825834034057564,0.23825834034057564,0.23825834034057564,0.5914958832067547,0.5914958832067547,0.5914958832067547,0.7819702755967445,0.7819702755967445,0.7819702755967445,0.7724067922527842,0.7724067922527842,0.7724067922527842,0.5301528173614007,0.5301528173614007,0.5301528173614007,0.0,0.0,0.0,0.3247046757227924,0.3247046757227924,0.3247046757227924,0.20719441536592126,0.20719441536592126,0.20719441536592126,0.3680422348664305,0.3680422348664305,0.3680422348664305
15,0.3744758374130489,0.3744758374130489,0.3744758374130489,1.0383600548883518,1.0383600548883518,1.0383600548883518,0.27095352766795916,0.27095352766795916,0.27095352766795916,0.2118536907330689,0.2118536907330689,0.2118536907330689,0.0,0.0,0.0,0.2632929730566047,0.2632929730566047,0.2632929730566047,0.7472308172940234,0.7472308172940234,0.7472308172940234,0.3466440650706083,0.3466440650706083,0.3466440650706083,0.47735494019052793,0.47735494019052793,0.47735494019052793,0.0,0.0,0.0,0.3890683052293447,0.3890683052293447,0.3890683052293447
16,0.5776041794471751,0.5776041794471751,0.5776041794471751,0.20997126295260024,0.20997126295260024,0.20997126295260024,0.0,0.0,0.0,0.7339146477010963,0.7339146477010963,0.7339146477010963,0.3809205939071851,0.3809205939071851,0.3809205939071851,0.37153777452991293,0.37153777452991293,0.37153777452991293,0.7105249415442374,0.7105249415442374,0.7105249415442374,0.23825873470999986,0.23825873470999986,0.23825873470999986,1.2789983503755256,1.2789983503755256,1.2789983503755256,0.6365099502849554,0.6365099502849554,0.6365099502849554,1.215405538466239,1.215405538466239,1.215405538466239
17,0.3491359192410765,0.3491359192410765,0.3491359192410765,0.4012204635550573,0.4012204635550573,0.4012204635550573,1.0938863440227704,1.0938863440227704,1.0938863440227704,0.21161951483827016,0.21161951483827016,0.21161951483827016,0.22303202036277206,0.22303202036277206,0.22303202036277206,0.0,0.0,0.0,0.6551759165139999,0.6551759165139999,0.6551759165139999,0.6680534797755608,0.6680534797755608,0.6680534797755608,0.0,0.0,0.0,0.23837145334233478,0.23837145334233478,0.23837145334233478,0.0,0.0,0.0
18,0.35413061317841243,0.35413061317841243,0.35413061317841243,0.20277746162281768,0.20277746162281768,0.20277746162281768,0.0,0.0,0.0,0.34590793165426903,0.34590793165426903,0.34590793165426903,0.6326586004791634,0.6326586004791634,0.6326586004791634,0.0,0.0,0.0,0.260336500058473,0.260336500058473,0.260336500058473,0.7384371940474352,0.7384371940474352,0.7384371940474352,0.351401012694538,0.351401012694538,0.351401012694538,0.7705970646370712,0.7705970646370712,0.7705970646370712,0.23919036659035697,0.23919036659035697,0.23919036659035697
19,0.24907818341153348,0.24907818341153348,0.24907818341153348,0.0,0.0,0.0,0.22662244235668663,0.22662244235668663,0.22662244235668663,0.5523675672008439,0.5523675672008439,0.5523675672008439,0.0,0.0,0.0,0.45203240862059313,0.45203240862059313,0.45203240862059313,0.4395072166809191,0.4395072166809191,0.4395072166809191,0.0,0.0,0.0,0.27851413363796385,0.27851413363796385,0.27851413363796385,0.2967961257632806,0.2967961257632806,0.2967961257632806,0.24494193985504759,0.24494193985504759,0.24494193985504759
20,0.39686357471263634,0.39686357471263634,0.39686357471263634,0.4132135693199205,0.4132135693199205,0.4132135693199205,0.21598123074498446,0.21598123074498446,0.21598123074498446,0.4772048175750183,0.4772048175750183,0.4772048175750183,0.0,0.0,0.0,0.4162949569030369,0.4162949569030369,0.4162949569030369,0.26498383260942326,0.26498383260942326,0.26498383260942326,0.9074647496930832,0.9074647496930832,0.9074647496930832,0.6093763168844957,0.6093763168844957,0.6093763168844957,0.44341742207020174,0.44341742207020174,0.44341742207020174,0.22069885132619937,0.22069885132619937,0.22069885132619937
21,0.45415272731315914,0.45415272731315914,0.45415272731315914,0.3511524178689388,0.3511524178689388,0.3511524178689388,1.3793243448649148,1.3793243448649148,1.3793243448649148,0.24342373787910596,0.24342373787910596,0.24342373787910596,0.2207657560199996,0.2207657560199996,0.2207657560199996,0.34031814016815987,0.34031814016815987,0.34031814016815987,0.0,0.0,0.0,0.21709348792103716,0.21709348792103716,0.21709348792103716,0.0,0.0,0.0,1.259508965982085,1.259508965982085,1.259508965982085,0.5299404224273504,0.5299404224273504,0.5299404224273504
22,0.5734228315552207,0.5734228315552207,0.5734228315552207,1.2157427007264663,1.2157427007264663,1.2157427007264663,1.0,1.0,1.0,1.0847140109433349,1.0847140109433349,1.0847140109433349,0.0,0.0,0.0,0.25544420767306575,0.25544420767306575,0.25544420767306575,0.9378748864686377,0.9378748864686377,0.9378748864686377,0.2879210232832567,0.2879210232832567,0.2879210232832567,0.45364086396916803,0.45364086396916803,0.45364086396916803,0.0,0.0,0.0,0.49889062248827687,0.49889062248827687,0.49889062248827687
23,0.3562328734137771,0.3562328734137771,0.3562328734137771,0.0,0.0,0.0,0.2254086139236642,0.2254086139236642,0.2254086139236642,0.37839354566823735,0.37839354566823735,0.37839354566823735,0.21888536266757627,0.21888536266757627,0.21888536266757627,0.5449617988013791,0.5449617988013791,0.5449617988013791,0.2651110423161616,0.2651110423161616,0.2651110423161616,1.0,1.0,1.0,0.2613226608121682,0.2613226608121682,0.2613226608121682,0.6682457099485836,0.6682457099485836,0.6682457099485836,0.0,0.0,0.0
24,0.6150922423000382,0.6150922423000382,0.6150922423000382,0.8750876222551546,0.8750876222551546,0.8750876222551546,0.31596436508050163,0.31596436508050163,0.31596436508050163,0.284685846963363,0.284685846963363,0.284685846963363,1.5528092221869652,1.5528092221869652,1.5528092221869652,0.22781435038345102,0.22781435038345102,0.22781435038345102,0.7742638153523071,0.7742638153523071,0.7742638153523071,0.0,0.0,0.0,0.45509699826537026,0.45509699826537026,0.45509699826537026,0.6761540560761051,0.6761540560761051,0.6761540560761051,0.9890461464371638,0.9890461464371638,0.9890461464371638
25,0.3743268608470758,0.3743268608470758,0.3743268608470758,0.21183323871245546,0.21183323871245546,0.21183323871245546,0.0,0.0,0.0,0.7924687906860722,0.7924687906860722,0.7924687906860722,0.6014267209497661,0.6014267209497661,0.6014267209497661,0.3739428282294442,0.3739428282294442,0.3739428282294442,0.0,0.0,0.0,0.32836612287393663,0.32836612287393663,0.32836612287393663,0.23192618463149553,0.23192618463149553,0.23192618463149553,0.24179395662830294,0.24179395662830294,0.24179395662830294,0.9615107657592847,0.9615107657592847,0.9615107657592847
26,0.3078917894880476,0.3078917894880476,0.3078917894880476,0.2751548515885411,0.2751548515885411,0.2751548515885411,0.21828233292504048,0.21828233292504048,0.21828233292504048,0.498399078298223,0.498399078298223,0.498399078298223,0.33287129078395844,0.33287129078395844,0.33287129078395844,0.22557150197475842,0.22557150197475842,0.22557150197475842,0.0,0.0,0.0,0.627572317950294,0.627572317950294,0.627572317950294,0.45529573444770427,0.45529573444770427,0.45529573444770427,0.0,0.0,0.0,0.445770786911956,0.445770786911956,0.445770786911956
27,0.46534419959981077,0.46534419959981077,0.46534419959981077,0.0,0.0,0.0,0.0,0.0,0.0,0.5394616677816062,0.5394616677816062,0.5394616677816062,0.627006307890523,0.627006307890523,0.627006307890523,0.25807585030385616,0.25807585030385616,0.25807585030385616,0.7708972021684424,0.7708972021684424,0.7708972021684424,0.8009320278620506,0.8009320278620506,0.8009320278620506,0.31837488326611924,0.31837488326611924,0.31837488326611924,0.6119609284667239,0.6119609284667239,0.6119609284667239,0.7267331282587857,0.7267331282587857,0.7267331282587857
28,0.34744023590901996,0.34744023590901996,0.34744023590901996,0.45441446920922207,0.45441446920922207,0.45441446920922207,0.7432597065176367,0.7432597065176367,0.7432597065176367,0.3175236605411135,0.3175236605411135,0.3175236605411135,0.701937885973073,0.701937885973073,0.701937885973073,0.0,0.0,0.0,0.4083415823197584,0.4083415823197584,0.4083415823197584,0.0,0.0,0.0,0.20956391170984476,0.20956391170984476,0.20956391170984476,0.6393611428195511,0.6393611428195511,0.6393611428195511,0.0,0.0,0.0
29,0.45645592230868076,0.45645592230868076,0.45645592230868076,1.0,1.0,1.0,0.0,0.0,0.0,1.0408435540668304,1.0408435540668304,1.0408435540668304,0.2421714782196553,0.2421714782196553,0.2421714782196553,0.5285356667289786,0.5285356667289786,0.5285356667289786,0.4696439403792191,0.4696439403792191,0.4696439403792191,0.0,0.0,0.0,0.7486531570252628,0.7486531570252628,0.7486531570252628,0.5347114266668614,0.5347114266668614,0.5347114266668614,0.0,0.0,0.0
30,0.600015015496902,0.600015015496902,0.600015015496902,0.23185880090650213,0.23185880090650213,0.23185880090650213,0.7593797956680027,0.7593797956680027,0.7593797956680027,0.47183112063893995,0.47183112063893995,0.47183112063893995,0.5796115965313366,0.5796115965313366,0.5796115965313366,0.558531662364903,0.558531662364903,0.558531662364903,0.3092116146364747,0.3092116146364747,0.3092116146364747,0.48362843756589946,0.48362843756589946,0.48362843756589946,0.9339798364987418,0.9339798364987418,0.9339798364987418,1.2789068550213922,1.2789068550213922,1.2789068550213922,0.3932104351368269,0.3932104351368269,0.3932104351368269
31,0.3618222279339455,0.3618222279339455,0.3618222279339455,0.0,0.0,0.0,0.3121040785643662,0.3121040785643662,0.3121040785643662,0.4418683938732445,0.4418683938732445,0.4418683938732445,0.5114449152995535,0.5114449152995535,0.5114449152995535,0.0,0.0,0.0,1.0,1.0,1.0,0.23518624434958182,0.23518624434958182,0.23518624434958182,0.5919468931377344,0.5919468931377344,0.5919468931377344,0.2481839886055049,0.2481839886055049,0.2481839886055049,0.2774877655094688,0.2774877655094688,0.2774877655094688
32,0.3221097953296819,0.3221097953296819,0.3221097953296819,0.26004049692073355,0.26004049692073355,0.26004049692073355,0.2768872588933112,0.2768872588933112,0.2768872588933112,0.40216195873417115,0.40216195873417115,0.40216195873417115,0.0,0.0,0.0,0.5487285459352853,0.5487285459352853,0.5487285459352853,0.3543493400253022,0.3543493400253022,0.3543493400253022,0.5613832348889629,0.5613832348889629,0.5613832348889629,0.28401969952365064,0.28401969952365064,0.28401969952365064,0.2007582089071151,0.2007582089071151,0.2007582089071151,0.33276920946828714,0.33276920946828714,0.33276920946828714
33,0.357429032267565,0.357429032267565,0.357429032267565,0.0,0.0,0.0,0.39594739855551153,0.39594739855551153,0.39594739855551153,0.0,0.0,0.0,0.0,0.0,0.0,1.3633175696324535,1.3633175696324535,1.3633175696324535,0.2511404725439736,0.2511404725439736,0.2511404725439736,0.0,0.0,0.0,0.5489134340491215,0.5489134340491215,0.5489134340491215,0.21758278542075532,0.21758278542075532,0.21758278542075532,0.7973886624738349,0.7973886624738349,0.7973886624738349
34,0.5652638475572357,0.5652638475572357,0.5652638475572357,0.4209518490906483,0.4209518490906483,0.4209518490906483,1.0878827649719074,1.0878827649719074,1.0878827649719074,0.2512468746279348,0.2512468746279348,0.2512468746279348,0.574133065201192,0.574133065201192,0.574133065201192,1.0812928558516641,1.0812928558516641,1.0812928558516641,0.8024005324723781,0.8024005324723781,0.8024005324723781,0.21132761995911792,0.21132761995911792,0.21132761995911792,0.0,0.0,0.0,0.5478112760421727,0.5478112760421727,0.5478112760421727,0.6755916373553424,0.6755916373553424,0.6755916373553424
35,0.553759824365706,0.553759824365706,0.553759824365706,0.21871754211428093,0.21871754211428093,0.21871754211428093,1.23356447654063,1.23356447654063,1.23356447654063,0.2718606125975114,0.2718606125975114,0.2718606125975114,0.9398272215111512,0.9398272215111512,0.9398272215111512,0.6409826795573945,0.6409826795573945,0.6409826795573945,0.3287735114456463,0.3287735114456463,0.3287735114456463,0.4415031518625428,0.4415031518625428,0.4415031518625428,0.20325396334398915,0.20325396334398915,0.20325396334398915,0.6507364598767391,0.6507364598767391,0.6507364598767391,0.6083786248071745,0.6083786248071745,0.6083786248071745
36,0.465479798205718,0.465479798205718,0.465479798205718,0.0,0.0,0.0,0.28827199533318254,0.28827199533318254,0.28827199533318254,1.0,1.0,1.0,0.7731075302248789,0.7731075302248789,0.7731075302248789,0.21103735331104906,0.21103735331104906,0.21103735331104906,1.2544220591668296,1.2544220591668296,1.2544220591668296,0.0,0.0,0.0,0.0,0.0,0.0,0.4625474567018159,0.4625474567018159,0.4625474567018159,0.6654115873194236,0.6654115873194236,0.6654115873194236
37,0.4180348778163028,0.4180348778163028,0.4180348778163028,0.21572021381557455,0.21572021381557455,0.21572021381557455,0.6852378533122617,0.6852378533122617,0.6852378533122617,0.9203636487029653,0.9203636487029653,0.9203636487029653,0.42922019084660024,0.42922019084660024,0.42922019084660024,0.0,0.0,0.0,0.7077634358436193,0.7077634358436193,0.7077634358436193,0.7208250782440901,0.7208250782440901,0.7208250782440901,0.5012183573979159,0.5012183573979159,0.5012183573979159,0.0,0.0,0.0,0.0,0.0,0.0
38,0.3744488815826962,0.3744488815826962,0.3744488815826962,0.21909273903122192,0.21909273903122192,0.21909273903122192,0.3475539617874477,0.3475539617874477,0.3475539617874477,1.0,1.0,1.0,0.4888529603571592,0.4888529603571592,0.4888529603571592,0.25067595810793164,0.25067595810793164,0.25067595810793164,0.3065808163721307,0.3065808163721307,0.3065808163721307,0.41852504963725917,0.41852504963725917,0.41852504963725917,0.30546563772990915,0.30546563772990915,0.30546563772990915,0.0,0.0,0.0,0.4077416928039022,0.4077416928039022,0.4077416928039022
39,0.32323837293847524,0.32323837293847524,0.32323837293847524,0.8412024487795572,0.8412024487795572,0.8412024487795572,0.3431858665246561,0.3431858665246561,0.3431858665246561,0.0,0.0,0.0,0.40074805646952616,0.40074805646952616,0.40074805646952616,0.2126884041953917,0.2126884041953917,0.2126884041953917,0.0,0.0,0.0,0.7817725150520025,0.7817725150520025,0.7817725150520025,0.3506515122549348,0.3506515122549348,0.3506515122549348,0.0,0.0,0.0,0.3021349261086836,0.3021349261086836,0.3021349261086836
40,0.3396113641530413,0.3396113641530413,0.3396113641530413,0.295172973194934,0.295172973194934,0.295172973194934,0.28265342819247374,0.28265342819247374,0.28265342819247374,0.6119231057363679,0.6119231057363679,0.6119231057363679,0.0,0.0,0.0,0.5289199460318135,0.5289199460318135,0.5289199460318135,0.7365783155073936,0.7365783155073936,0.7365783155073936,0.47507960732396626,0.47507960732396626,0.47507960732396626,0.0,0.0,0.0,0.2460621731761184,0.2460621731761184,0.2460621731761184,0.21972409236734497,0.21972409236734497,0.21972409236734497
41,0.23771638502481213,0.23771638502481213,0.23771638502481213,0.0,0.0,0.0,0.0,0.0,0.0,0.4134851237522158,0.4134851237522158,0.4134851237522158,0.24149751695923655,0.24149751695923655,0.24149751695923655,0.0,0.0,0.0,0.0,0.0,0.0,0.30755141467201363,0.30755141467201363,0.30755141467201363,0.608684241825113,0.608684241825113,0.608684241825113,0.25559892319525723,0.25559892319525723,0.25559892319525723,0.5503466298442852,0.5503466298442852,0.5503466298442852
42,0.4462321403090538,0.4462321403090538,0.4462321403090538,0.31077413318269664,0.31077413318269664,0.31077413318269664,0.0,0.0,0.0,0.0,0.0,0.0,0.5817726293169165,0.5817726293169165,0.5817726293169165,0.7023033507461613,0.7023033507461613,0.7023033507461613,0.652221758455188,0.652221758455188,0.652221758455188,0.4540391181123647,0.4540391181123647,0.4540391181123647,0.43009211478025083,0.43009211478025083,0.43009211478025083,0.33111829849695995,0.33111829849695995,0.33111829849695995,1.0,1.0,1.0
43,0.48607612576579456,0.48607612576579456,0.48607612576579456,0.27314504672464884,0.27314504672464884,0.27314504672464884,0.25338000988985776,0.25338000988985776,0.25338000988985776,0.2503649536203708,0.2503649536203708,0.2503649536203708,0.6271228506481699,0.6271228506481699,0.6271228506481699,0.9293413868398839,0.9293413868398839,0.9293413868398839,0.7048010720238712,0.7048010720238712,0.7048010720238712,0.22484346844457945,0.22484346844457945,0.22484346844457945,0.5080775634365418,0.5080775634365418,0.5080775634365418,0.8350058853841426,0.8350058853841426,0.8350058853841426,0.2546790206458801,0.2546790206458801,0.2546790206458801
44,0.29187166542477877,0.29187166542477877,0.29187166542477877,0.0,0.0,0.0,0.20789641241621032,0.20789641241621032,0.20789641241621032,0.8158327964793481,0.8158327964793481,0.8158327964793481,1.258840325971218,1.258840325971218,1.258840325971218,0.0,0.0,0.0,0.40136215580615087,0.40136215580615087,0.40136215580615087,0.23478496357486064,0.23478496357486064,0.23478496357486064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.35840900851907026,0.35840900851907026,0.35840900851907026,0.23868919577569833,0.23868919577569833,0.23868919577569833,0.2087333090427049,0.2087333090427049,0.2087333090427049,0.0,0.0,0.0,0.0,0.0,0.0,0.5099385223478429,0.5099385223478429,0.5099385223478429,0.46296312687322116,0.46296312687322116,0.46296312687322116,0.5748897029347658,0.5748897029347658,0.5748897029347658,0.3040252413851077,0.3040252413851077,0.3040252413851077,0.557616639801916,0.557616639801916,0.557616639801916,0.7272343470294458,0.7272343470294458,0.7272343470294458
46,0.48614905367023675,0.48614905367023675,0.48614905367023675,1.821730765649944,1.821730765649944,1.821730765649944,0.0,0.0,0.0,0.5965192635587313,0.5965192635587313,0.5965192635587313,0.31892320831975624,0.31892320831975624,0.31892320831975624,0.0,0.0,0.0,0.6885707603253156,0.6885707603253156,0.6885707603253156,0.2895770627863743,0.2895770627863743,0.2895770627863743,0.271346752726077,0.271346752726077,0.271346752726077,0.4316420255491125,0.4316420255491125,0.4316420255491125,0.4431806977870573,0.4431806977870573,0.4431806977870573
47,0.4026918557562773,0.4026918557562773,0.4026918557562773,1.0,1.0,1.0,0.991608978546594,0.991608978546594,0.991608978546594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2683192949281648,0.2683192949281648,0.2683192949281648,0.21074040248372033,0.21074040248372033,0.21074040248372033,1.2842939569514618,1.2842939569514618,1.2842939569514618,0.0,0.0,0.0,0.2719559246528314,0.2719559246528314,0.2719559246528314
48,0.3704909958307482,0.3704909958307482,0.3704909958307482,0.3519616999944107,0.3519616999944107,0.3519616999944107,0.53585668304622,0.53585668304622,0.53585668304622,0.25603876533326403,0.25603876533326403,0.25603876533326403,0.0,0.0,0.0,0.20674509662566146,0.20674509662566146,0.20674509662566146,0.9876219162649318,0.9876219162649318,0.9876219162649318,0.20651862142713762,0.20651862142713762,0.20651862142713762,0.5536283446102095,0.5536283446102095,0.5536283446102095,0.39643214000972554,0.39643214000972554,0.39643214000972554,0.21010669099592127,0.21010669099592127,0.21010669099592127
49,0.3494035446448919,0.3494035446448919,0.3494035446448919,0.0,0.0,0.0,0.0,0.0,0.0,0.37047988852710945,0.37047988852710945,0.37047988852710945,0.6728732176652276,0.6728732176652276,0.6728732176652276,0.38121936488019503,0.38121936488019503,0.38121936488019503,0.6799464633244017,0.6799464633244017,0.6799464633244017,0.3378333227597633,0.3378333227597633,0.3378333227597633,0.36109315107691903,0.36109315107691903,0.36109315107691903,0.42182970903195993,0.42182970903195993,0.42182970903195993,0.26876032918334325,0.26876032918334325,0.26876032918334325
50,0.6123200081888988,0.6123200081888988,0.6123200081888988,0.0,0.0,0.0,0.8094457428576158,0.8094457428576158,0.8094457428576158,1.0747823273203574,1.0747823273203574,1.0747823273203574,0.40883743505677067,0.40883743505677067,0.40883743505677067,0.49221014782966743,0.49221014782966743,0.49221014782966743,0.28495560568096456,0.28495560568096456,0.28495560568096456,0.2299035375827737,0.2299035375827737,0.2299035375827737,1.5526357568275988,1.5526357568275988,1.5526357568275988,0.2704295287332394,0.2704295287332394,0.2704295287332394,1.0,1.0,1.0
